year,overall_pick,newPick,pickDifference,rank,team,player,college,3_point_percentage,assists,average_assists,average_minutes_played,average_total_rebounds,box_plus_minus,expected_perf,field_goal_percentage,free_throw_percentage,games,minutes_played,observed_perf,overall_performance,pick_perf_difference,points,points_per_game,total_rebounds,value_over_replacement,win_shares,win_shares_per_48_minutes,years_active
1998,30,44,-14,Role,DAL,Ansu Sesay,Ole Miss,,,,,,,,,,,,,,,,,,,,,
1998,4,4,0,SuperStar,TOR,Antawn Jamison,UNC,,,,,,,,,,,,,,,,,,,,,
1998,11,16,-5,Elite,DET,Bonzi Wells,Ball State University,,,,,,,,,,,,,,,,,,,,,
1998,22,24,-2,Starter,LAC,Brian Skinner,Baylor,,,,,,,,,,,,,,,,,,,,,
1998,35,52,-17,Rotation,DAL,Bruno Šundov,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1998,16,31,-15,Solid,HOU,Bryce Drew,Valparaiso,,,,,,,,,,,,,,,,,,,,,
1998,37,57,-20,NA,PHI,Casey Shaw,Toledo,,,,,,,,,,,,,,,,,,,,,
1998,28,42,-14,Role,CHI,Corey Benjamin,Oregon State,,,,,,,,,,,,,,,,,,,,,
1998,51,54,-3,NA,MIA,Corey Brewer,Oklahoma,,,,,,,,,,,,,,,,,,,,,
1998,51,46,5,NA,MIA,Corey Brewer,Oklahoma,,,,,,,,,,,,,,,,,,,,,
1998,51,54,-3,Starter,MIA,Corey Brewer,Oklahoma,,,,,,,,,,,,,,,,,,,,,
1998,51,46,5,Starter,MIA,Corey Brewer,Oklahoma,,,,,,,,,,,,,,,,,,,,,
1998,49,47,2,Rotation,ATL,Cory Carr,Texas Tech,,,,,,,,,,,,,,,,,,,,,
1998,41,7,34,Star,HOU,Cuttino Mobley,Rhode Island,,,,,,,,,,,,,,,,,,,,,
1998,38,55,-17,NA,NYK,DeMarco Johnson,UNC Charlotte,,,,,,,,,,,,,,,,,,,,,
1998,52,45,7,Role,SAS,Derrick Dial,Eastern Michigan,,,,,,,,,,,,,,,,,,,,,
1998,9,1,8,Generational,MIL,Dirk Nowitzki,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1998,24,33,-9,Role,SAS,Felipe López,St. John's,,,,,,,,,,,,,,,,,,,,,
1998,53,23,30,Starter,DAL,Greg Buckner,Clemson,,,,,,,,,,,,,,,,,,,,,
1998,56,49,7,Rotation,VAN,J.R. Henderson,UCLA,,,,,,,,,,,,,,,,,,,,,
1998,43,30,13,Solid,WAS,Jahidi White,Georgetown,,,,,,,,,,,,,,,,,,,,,
1998,7,9,-2,Star,SAC,Jason Williams,Florida,,,,,,,,,,,,,,,,,,,,,
1998,33,37,-4,Role,SEA,Jelani McCoy,UCLA,,,,,,,,,,,,,,,,,,,,,
1998,36,39,-3,Role,SAC,Jerome James,Florida A&M,,,,,,,,,,,,,,,,,,,,,
1998,13,25,-12,Starter,ORL,Keon Clark,UNLV,,,,,,,,,,,,,,,,,,,,,
1998,40,35,5,Role,DET,Korleone Young,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1998,8,10,-2,Star,PHI,Larry Hughes,Saint Louis,,,,,,,,,,,,,,,,,,,,,
1998,58,38,20,Role,CHI,Maceo Baston,Michigan,,,,,,,,,,,,,,,,,,,,,
1998,15,13,2,Elite,ORL,Matt Harpring,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
1998,14,18,-4,Starter,HOU,Michael Dickerson,Arizona,,,,,,,,,,,,,,,,,,,,,
1998,12,28,-16,Solid,ORL,Michael Doleac,Utah,,,,,,,,,,,,,,,,,,,,,
1998,1,26,-25,Solid,LAC,Michael Olowokandi,University of the Pacific,,,,,,,,,,,,,,,,,,,,,
1998,2,5,-3,SuperStar,VAN,Mike Bibby,Arizona,,,,,,,,,,,,,,,,,,,,,
1998,42,56,-14,NA,ORL,Miles Simon,Arizona,,,,,,,,,,,,,,,,,,,,,
1998,18,53,-35,Rotation,HOU,Mirsad Türkcan,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1998,29,21,8,Starter,UTA,Nazr Mohammed,Kentucky,,,,,,,,,,,,,,,,,,,,,
1998,19,22,-3,Starter,MIL,Pat Garrity,Notre Dame,,,,,,,,,,,,,,,,,,,,,
1998,10,2,8,Generational,BOS,Paul Pierce,Kansas,,,,,,,,,,,,,,,,,,,,,
1998,3,15,-12,Elite,DEN,Raef LaFrentz,Kansas,,,,,,,,,,,,,,,,,,,,,
1998,39,12,27,Elite,MIL,Rafer Alston,Fresno State,,,,,,,,,,,,,,,,,,,,,
1998,32,6,26,SuperStar,SEA,Rashard Lewis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1998,17,20,-3,Starter,MIN,Rasho Nesterović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1998,21,11,10,Elite,CHH,Ricky Davis,Iowa,,,,,,,,,,,,,,,,,,,,,
1998,6,29,-23,Solid,DAL,Robert Traylor,Michigan,,,,,,,,,,,,,,,,,,,,,
1998,20,34,-14,Role,ATL,Roshown McLeod,Duke,,,,,,,,,,,,,,,,,,,,,
1998,31,17,14,Elite,LAL,Ruben Patterson,Cincinnati,,,,,,,,,,,,,,,,,,,,,
1998,55,32,23,Solid,DEN,Ryan Bowen,Iowa,,,,,,,,,,,,,,,,,,,,,
1998,48,51,-3,Rotation,CLE,Ryan Stack,South Carolina,,,,,,,,,,,,,,,,,,,,,
1998,26,41,-15,Role,LAL,Sam Jacobson,Minnesota,,,,,,,,,,,,,,,,,,,,,
1998,44,40,4,Role,NYK,Sean Marks,California,,,,,,,,,,,,,,,,,,,,,
1998,34,27,7,Solid,CHI,Shammond Williams,UNC,,,,,,,,,,,,,,,,,,,,,
1998,45,46,-1,Role,LAL,Toby Bailey,UCLA,,,,,,,,,,,,,,,,,,,,,
1998,57,50,7,Rotation,UTA,Torraye Braggs,Xavier,,,,,,,,,,,,,,,,,,,,,
1998,54,43,11,Role,DEN,Tremaine Fowlkes,Fresno State,,,,,,,,,,,,,,,,,,,,,
1998,23,19,4,Starter,DEN,Tyronn Lue,Nebraska,,,,,,,,,,,,,,,,,,,,,
1998,47,14,33,Elite,TOR,Tyson Wheeler,Rhode Island,,,,,,,,,,,,,,,,,,,,,
1998,5,3,2,Generational,GSW,Vince Carter,UNC,,,,,,,,,,,,,,,,,,,,,
1998,27,36,-9,Role,SEA,Vladimir Stepania,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,39,46,-7,NA,CLE,A.J. Bramlett,Arizona,,,,,,,,,,,,,,,,,,,,,
1999,12,45,-33,Rotation,TOR,Aleksandar Radojević,Barton County Community College,,,,,,,,,,,,,,,,,,,,,
1999,8,2,6,SuperStar,CLE,Andre Miller,Utah,,,,,,,,,,,,,,,,,,,,,
1999,24,9,15,Star,UTA,Andrei Kirilenko,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,51,47,4,NA,VAN,Antwain Smith,Saint Paul's College,,,,,,,,,,,,,,,,,,,,,
1999,3,7,-4,SuperStar,CHH,Baron Davis,UCLA,,,,,,,,,,,,,,,,,,,,,
1999,17,36,-19,Role,ATL,Cal Bowdler,Old Dominion,,,,,,,,,,,,,,,,,,,,,
1999,35,26,9,Solid,WAS,Calvin Booth,Penn State,,,,,,,,,,,,,,,,,,,,,
1999,33,32,1,Role,DEN,Chris Herren,Fresno State,,,,,,,,,,,,,,,,,,,,,
1999,13,12,1,Star,SEA,Corey Maggette,Duke,,,,,,,,,,,,,,,,,,,,,
1999,23,19,4,Starter,LAL,Devean George,Augsburg College,,,,,,,,,,,,,,,,,,,,,
1999,20,20,0,Solid,ATL,Dion Glover,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
1999,58,48,10,NA,UTA,Eddie Lucas,Virginia Tech,,,,,,,,,,,,,,,,,,,,,
1999,1,3,-2,SuperStar,CHI,Elton Brand,Duke,,,,,,,,,,,,,,,,,,,,,
1999,34,34,0,Role,NJN,Evan Eschmeyer,Northwestern,,,,,,,,,,,,,,,,,,,,,
1999,41,23,18,Solid,DEN,Francisco Elson,California,,,,,,,,,,,,,,,,,,,,,
1999,15,49,-34,NA,NYK,Frédéric Weis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,48,50,-2,NA,MIL,Galen Young,UNC Charlotte,,,,,,,,,,,,,,,,,,,,,
1999,40,18,22,Starter,DAL,Gordan Giriček,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,46,51,-5,NA,NYK,J.R. Koch,Iowa,,,,,,,,,,,,,,,,,,,,,
1999,18,14,4,Elite,DEN,James Posey,Xavier,,,,,,,,,,,,,,,,,,,,,
1999,10,4,6,SuperStar,ATL,Jason Terry,Arizona,,,,,,,,,,,,,,,,,,,,,
1999,21,16,5,Starter,GSW,Jeff Foster,Texas State University,,,,,,,,,,,,,,,,,,,,,
1999,30,40,-10,Rotation,LAL,John Celestand,Villanova,,,,,,,,,,,,,,,,,,,,,
1999,5,25,-20,Solid,TOR,Jonathan Bender,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,27,17,10,Starter,ATL,Jumaine Jones,Georgia,,,,,,,,,,,,,,,,,,,,,
1999,22,15,7,Elite,HOU,Kenny Thomas,New Mexico,,,,,,,,,,,,,,,,,,,,,
1999,55,52,3,NA,BOS,Kris Clack,Texas,,,,,,,,,,,,,,,,,,,,,
1999,4,6,-2,SuperStar,LAC,Lamar Odom,Rhode Island,,,,,,,,,,,,,,,,,,,,,
1999,49,44,5,Rotation,CHI,Lari Ketner,UMass,,,,,,,,,,,,,,,,,,,,,
1999,38,33,5,Role,ORL,Laron Profit,Maryland,,,,,,,,,,,,,,,,,,,,,
1999,43,21,22,Solid,CHH,Lee Nailon,TCU,,,,,,,,,,,,,,,,,,,,,
1999,29,41,-12,Rotation,SAS,Leon Smith,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,42,53,-11,NA,MIN,Louis Bullock,Michigan,,,,,,,,,,,,,,,,,,,,,
1999,57,5,52,SuperStar,SAS,Manu Ginóbili,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,54,54,0,NA,DET,Melvin Levett,Cincinnati,,,,,,,,,,,,,,,,,,,,,
1999,16,11,5,Star,CHI,Metta World Peace,St. John's,,,,,,,,,,,,,,,,,,,,,
1999,32,31,1,Role,CHI,Michael Ruffin,Tulsa,,,,,,,,,,,,,,,,,,,,,
1999,37,37,0,Role,VAN,Obinna Ekezie,Maryland,,,,,,,,,,,,,,,,,,,,,
1999,19,35,-16,Role,UTA,Quincy Lewis,Minnesota,,,,,,,,,,,,,,,,,,,,,
1999,7,10,-3,Star,WAS,Richard Hamilton,UConn,,,,,,,,,,,,,,,,,,,,,
1999,31,55,-24,NA,LAC,Rico Hill,Illinois State,,,,,,,,,,,,,,,,,,,,,
1999,52,56,-4,NA,POR,Roberto Bergersen,Boise State,,,,,,,,,,,,,,,,,,,,,
1999,53,28,25,Solid,MIA,Rodney Buford,Creighton,,,,,,,,,,,,,,,,,,,,,
1999,45,38,7,Rotation,SAC,Ryan Robertson,Kansas,,,,,,,,,,,,,,,,,,,,,
1999,28,22,6,Solid,UTA,Scott Padgett,Kentucky,,,,,,,,,,,,,,,,,,,,,
1999,9,1,8,SuperStar,PHO,Shawn Marion,UNLV,,,,,,,,,,,,,,,,,,,,,
1999,2,8,-6,Star,VAN,Steve Francis,Maryland,,,,,,,,,,,,,,,,,,,,,
1999,25,42,-17,Rotation,MIA,Tim James,Miami (FL),,,,,,,,,,,,,,,,,,,,,
1999,56,43,13,Rotation,GSW,Tim Young,Stanford,,,,,,,,,,,,,,,,,,,,,
1999,47,27,20,Solid,PHI,Todd MacCulloch,Washington,,,,,,,,,,,,,,,,,,,,,
1999,11,29,-18,Role,CLE,Trajan Langdon,Duke,,,,,,,,,,,,,,,,,,,,,
1999,44,57,-13,NA,HOU,Tyrone Washington,Mississippi State,,,,,,,,,,,,,,,,,,,,,
1999,50,58,-8,NA,HOU,Venson Hamilton,Nebraska,,,,,,,,,,,,,,,,,,,,,
1999,26,24,2,Solid,IND,Vonteego Cummings,Pitt,,,,,,,,,,,,,,,,,,,,,
1999,6,13,-7,Star,MIN,Wally Szczerbiak,Miami University,,,,,,,,,,,,,,,,,,,,,
1999,36,30,6,Role,DAL,Wang Zhizhi,Didn't play College,,,,,,,,,,,,,,,,,,,,,
1999,14,39,-25,Rotation,MIN,William Avery,Duke,,,,,,,,,,,,,,,,,,,,,
2000,32,32,0,Role,CHI,A.J. Guyton,Indiana,,,,,,,,,,,,,,,,,,,,,
2000,44,19,25,Solid,DET,Brian Cardinal,Purdue,,,,,,,,,,,,,,,,,,,,,
2000,41,51,-10,NA,SAS,Chris Carrawell,Duke,,,,,,,,,,,,,,,,,,,,,
2000,7,20,-13,Solid,CHI,Chris Mihm,Texas,,,,,,,,,,,,,,,,,,,,,
2000,55,33,22,Role,GSW,Chris Porter,Auburn,,,,,,,,,,,,,,,,,,,,,
2000,54,52,2,NA,SAS,Cory Hightower,Indian Hills Community College,,,,,,,,,,,,,,,,,,,,,
2000,13,26,-13,Solid,ORL,Courtney Alexander,Fresno State,,,,,,,,,,,,,,,,,,,,,
2000,24,47,-23,Rotation,CHI,Dalibor Bagarić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,31,41,-10,Rotation,DAL,Dan Langhi,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2000,53,49,4,Rotation,DEN,Dan McClintock,Northern Arizona University,,,,,,,,,,,,,,,,,,,,,
2000,3,14,-11,Starter,LAC,Darius Miles,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,23,15,8,Starter,UTA,DeShawn Stevenson,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,46,53,-7,NA,TOR,DeeAndre Hulett,College of the Sequoias,,,,,,,,,,,,,,,,,,,,,
2000,6,25,-19,Solid,ATL,DerMarr Johnson,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2000,17,8,9,Elite,SEA,Desmond Mason,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2000,22,29,-7,Role,NYK,Donnell Harvey,Florida,,,,,,,,,,,,,,,,,,,,,
2000,37,10,27,Starter,MIA,Eddie House,Arizona State,,,,,,,,,,,,,,,,,,,,,
2000,38,16,22,Starter,HOU,Eduardo Nájera,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2000,28,38,-10,Role,POR,Erick Barkley,St. John's,,,,,,,,,,,,,,,,,,,,,
2000,52,50,2,NA,MIA,Ernest Brown,Indian Hills Community College,,,,,,,,,,,,,,,,,,,,,
2000,12,27,-15,Solid,DAL,Etan Thomas,Syracuse,,,,,,,,,,,,,,,,,,,,,
2000,40,36,4,Role,ATL,Hanno Möttölä,Utah,,,,,,,,,,,,,,,,,,,,,
2000,16,4,12,Star,SAC,Hedo Türkoğlu,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,51,42,9,Rotation,MIN,Igor Rakočević,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,45,40,5,Role,SAC,Jabari Smith,LSU,,,,,,,,,,,,,,,,,,,,,
2000,25,30,-5,Role,PHO,Jake Tsakalidis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,33,24,9,Solid,CHI,Jake Voskuhl,UConn,,,,,,,,,,,,,,,,,,,,,
2000,19,13,6,Starter,CHH,Jamaal Magloire,Kentucky,,,,,,,,,,,,,,,,,,,,,
2000,8,1,7,Star,CLE,Jamal Crawford,Michigan,,,,,,,,,,,,,,,,,,,,,
2000,56,54,2,NA,IND,Jaquay Walls,Colorado,,,,,,,,,,,,,,,,,,,,,
2000,15,31,-16,Role,MIL,Jason Collier,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2000,49,22,27,Solid,MIL,Jason Hart,Syracuse,,,,,,,,,,,,,,,,,,,,,
2000,9,18,-9,Starter,HOU,Joel Przybilla,Minnesota,,,,,,,,,,,,,,,,,,,,,
2000,47,55,-8,NA,SEA,Josip Sesar,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,11,39,-28,Role,BOS,Jérôme Moïso,UCLA,,,,,,,,,,,,,,,,,,,,,
2000,50,44,6,Rotation,UTA,Kaniel Dickens,Idaho,,,,,,,,,,,,,,,,,,,,,
2000,1,5,-4,Star,NJN,Kenyon Martin,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2000,10,12,-2,Starter,ORL,Keyon Dooling,Missouri,,,,,,,,,,,,,,,,,,,,,
2000,34,28,6,Solid,CHI,Khalid El-Amin,UConn,,,,,,,,,,,,,,,,,,,,,
2000,39,43,-4,Rotation,NYK,Lavor Postell,St. John's,,,,,,,,,,,,,,,,,,,,,
2000,26,37,-11,Role,DEN,Mamadou N'Diaye,Auburn,,,,,,,,,,,,,,,,,,,,,
2000,4,21,-17,Solid,CHI,Marcus Fizer,Iowa State,,,,,,,,,,,,,,,,,,,,,
2000,48,56,-8,NA,PHI,Mark Karcher,Temple,,,,,,,,,,,,,,,,,,,,,
2000,29,34,-5,Role,LAL,Mark Madsen,Stanford,,,,,,,,,,,,,,,,,,,,,
2000,30,11,19,Starter,LAC,Marko Jarić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,14,35,-21,Role,DET,Mateen Cleaves,Michigan State,,,,,,,,,,,,,,,,,,,,,
2000,43,2,41,Star,MIL,Michael Redd,Ohio State,,,,,,,,,,,,,,,,,,,,,
2000,5,3,2,Star,ORL,Mike Miller,Florida,,,,,,,,,,,,,,,,,,,,,
2000,35,46,-11,Rotation,WAS,Mike Smith,Louisiana-Monroe,,,,,,,,,,,,,,,,,,,,,
2000,21,7,14,Elite,TOR,Morris Peterson,Michigan State,,,,,,,,,,,,,,,,,,,,,
2000,42,45,-3,Rotation,SEA,Olumide Oyedeji,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,58,57,1,NA,DAL,Pete Mickeal,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2000,27,23,4,Solid,IND,Primož Brezec,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,18,6,12,Elite,LAC,Quentin Richardson,DePaul,,,,,,,,,,,,,,,,,,,,,
2000,57,58,-1,NA,ATL,Scoonie Penn,Ohio State,,,,,,,,,,,,,,,,,,,,,
2000,36,48,-12,Rotation,NJN,Soumaila Samake,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2000,20,9,11,Starter,PHI,Speedy Claxton,Hofstra,,,,,,,,,,,,,,,,,,,,,
2000,2,17,-15,Starter,VAN,Stromile Swift,LSU,,,,,,,,,,,,,,,,,,,,,
2001,51,40,11,Rotation,PHO,Alton Ford,Houston,,,,,,,,,,,,,,,,,,,,,
2001,57,48,9,Rotation,PHI,Alvin Jones,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2001,52,50,2,NA,MIL,Andre Hutson,Michigan State,,,,,,,,,,,,,,,,,,,,,
2001,48,35,13,Role,MEM,Antonis Fotsis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,42,18,24,Starter,SEA,Bobby Simmons,DePaul,,,,,,,,,,,,,,,,,,,,,
2001,23,43,-20,Rotation,HOU,Brandon Armstrong,Pepperdine,,,,,,,,,,,,,,,,,,,,,
2001,20,19,1,Starter,CLE,Brendan Haywood,UNC,,,,,,,,,,,,,,,,,,,,,
2001,35,25,10,Solid,NJN,Brian Scalabrine,USC,,,,,,,,,,,,,,,,,,,,,
2001,58,51,7,NA,SAS,Bryan Bracey,Oregon,,,,,,,,,,,,,,,,,,,,,
2001,37,41,-4,Rotation,PHI,Damone Brown,Syracuse,,,,,,,,,,,,,,,,,,,,,
2001,8,27,-19,Solid,CLE,DeSagana Diop,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,40,16,24,Elite,SEA,Earl Watson,UCLA,,,,,,,,,,,,,,,,,,,,,
2001,7,22,-15,Solid,NJN,Eddie Griffin,Seton Hall,,,,,,,,,,,,,,,,,,,,,
2001,4,13,-9,Elite,CHI,Eddy Curry,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,43,52,-9,NA,NYK,Eric Chenowith,Kansas,,,,,,,,,,,,,,,,,,,,,
2001,25,9,16,Star,SAC,Gerald Wallace,Alabama,,,,,,,,,,,,,,,,,,,,,
2001,31,5,26,Star,GSW,Gilbert Arenas,Arizona,,,,,,,,,,,,,,,,,,,,,
2001,27,15,12,Elite,MEM,Jamaal Tinsley,Iowa State,,,,,,,,,,,,,,,,,,,,,
2001,41,42,-1,Rotation,IND,Jamison Brewer,Auburn,,,,,,,,,,,,,,,,,,,,,
2001,53,26,27,Solid,UTA,Jarron Collins,Stanford,,,,,,,,,,,,,,,,,,,,,
2001,18,23,-5,Solid,HOU,Jason Collins,Stanford,,,,,,,,,,,,,,,,,,,,,
2001,5,6,-1,Star,GSW,Jason Richardson,Michigan State,,,,,,,,,,,,,,,,,,,,,
2001,36,39,-3,Role,CLE,Jeff Trepagnier,USC,,,,,,,,,,,,,,,,,,,,,
2001,22,37,-15,Role,ORL,Jeryl Sasser,SMU,,,,,,,,,,,,,,,,,,,,,
2001,10,3,7,SuperStar,BOS,Joe Johnson,Arkansas,,,,,,,,,,,,,,,,,,,,,
2001,21,47,-26,Rotation,BOS,Joseph Forte,UNC,,,,,,,,,,,,,,,,,,,,,
2001,11,30,-19,Role,BOS,Kedrick Brown,Okaloosa-Walton Community College,,,,,,,,,,,,,,,,,,,,,
2001,49,46,3,Rotation,MIA,Ken Johnson,Ohio State,,,,,,,,,,,,,,,,,,,,,
2001,54,34,20,Role,DAL,Kenny Satterfield,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2001,16,49,-33,NA,CHH,Kirk Haston,Indiana,,,,,,,,,,,,,,,,,,,,,
2001,1,21,-20,Starter,WAS,Kwame Brown,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,44,53,-9,NA,DAL,Kyle Hill,Eastern Illinois University,,,,,,,,,,,,,,,,,,,,,
2001,46,33,13,Role,MIN,Loren Woods,Arizona,,,,,,,,,,,,,,,,,,,,,
2001,55,54,1,NA,SAC,Maurice Jeffers,Saint Louis,,,,,,,,,,,,,,,,,,,,,
2001,38,11,27,Star,DET,Mehmet Okur,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,17,36,-19,Role,TOR,Michael Bradley,Villanova,,,,,,,,,,,,,,,,,,,,,
2001,39,55,-16,NA,NYK,Michael Wright,Arizona,,,,,,,,,,,,,,,,,,,,,
2001,32,44,-12,Rotation,ORL,Omar Cook,St. John's,,,,,,,,,,,,,,,,,,,,,
2001,47,56,-9,NA,DEN,Ousmane Cisse,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,3,1,2,Generational,ATL,Pau Gasol,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,24,24,0,Solid,UTA,Raül López,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,13,7,6,Star,HOU,Richard Jefferson,Arizona,,,,,,,,,,,,,,,,,,,,,
2001,56,57,-1,NA,SAS,Robertas Javtokas,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,9,28,-19,Solid,DET,Rodney White,UNC Charlotte,,,,,,,,,,,,,,,,,,,,,
2001,50,45,5,Rotation,POR,Ruben Boumtje-Boumtje,Georgetown,,,,,,,,,,,,,,,,,,,,,
2001,26,14,12,Elite,PHI,Samuel Dalembert,Seton Hall,,,,,,,,,,,,,,,,,,,,,
2001,45,38,7,Role,CHI,Sean Lampley,California,,,,,,,,,,,,,,,,,,,,,
2001,6,10,-4,Star,MEM,Shane Battier,Duke,,,,,,,,,,,,,,,,,,,,,
2001,15,29,-14,Role,ORL,Steven Hunter,DePaul,,,,,,,,,,,,,,,,,,,,,
2001,34,32,2,Role,ATL,Terence Morris,Maryland,,,,,,,,,,,,,,,,,,,,,
2001,28,2,26,SuperStar,SAS,Tony Parker,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,30,20,10,Starter,CHI,Trenton Hassell,Austin Peay State University,,,,,,,,,,,,,,,,,,,,,
2001,14,12,2,Star,GSW,Troy Murphy,Notre Dame,,,,,,,,,,,,,,,,,,,,,
2001,2,8,-6,Star,LAC,Tyson Chandler,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,12,17,-5,Starter,SEA,Vladimir Radmanović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2001,33,31,2,Role,MEM,Will Solomon,Clemson,,,,,,,,,,,,,,,,,,,,,
2001,19,4,15,SuperStar,POR,Zach Randolph,Michigan State,,,,,,,,,,,,,,,,,,,,,
2002,9,1,8,Star,PHO,Amar'e Stoudemire,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,15,23,-8,Solid,HOU,Boštjan Nachbar,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,35,2,33,Star,CLE,Carlos Boozer,Duke,,,,,,,,,,,,,,,,,,,,,
2002,10,4,6,Star,MIA,Caron Butler,UConn,,,,,,,,,,,,,,,,,,,,,
2002,22,30,-8,Solid,PHO,Casey Jacobsen,Stanford,,,,,,,,,,,,,,,,,,,,,
2002,27,40,-13,Rotation,LAL,Chris Jefferies,Fresno State,,,,,,,,,,,,,,,,,,,,,
2002,48,48,0,Rotation,MIL,Chris Owens,Texas,,,,,,,,,,,,,,,,,,,,,
2002,8,15,-7,Starter,LAC,Chris Wilcox,Maryland,,,,,,,,,,,,,,,,,,,,,
2002,58,43,15,Rotation,SAC,Corsley Edwards,Central Connecticut State University,,,,,,,,,,,,,,,,,,,,,
2002,18,36,-18,Role,ORL,Curtis Borchardt,Stanford,,,,,,,,,,,,,,,,,,,,,
2002,6,28,-22,Solid,CLE,Dajuan Wagner,Memphis,,,,,,,,,,,,,,,,,,,,,
2002,28,24,4,Solid,SAC,Dan Dickau,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2002,34,27,7,Solid,MIL,Dan Gadzuric,UCLA,,,,,,,,,,,,,,,,,,,,,
2002,50,17,33,Solid,BOS,Darius Songaila,Wake Forest,,,,,,,,,,,,,,,,,,,,,
2002,37,32,5,Role,ATL,David Andersen,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,4,9,-5,Elite,MEM,Drew Gooden,Kansas,,,,,,,,,,,,,,,,,,,,,
2002,51,49,2,NA,POR,Federico Kammerichs,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,25,34,-9,Role,DEN,Frank Williams,Illinois,,,,,,,,,,,,,,,,,,,,,
2002,14,14,0,Starter,IND,Fred Jones,Oregon,,,,,,,,,,,,,,,,,,,,,
2002,47,39,8,Role,UTA,Jamal Sampson,California,,,,,,,,,,,,,,,,,,,,,
2002,11,19,-8,Solid,WAS,Jared Jeffries,Indiana,,,,,,,,,,,,,,,,,,,,,
2002,43,50,-7,NA,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,,,,,,,,,
2002,2,21,-19,Solid,CHI,Jay Williams,Duke,,,,,,,,,,,,,,,,,,,,,
2002,16,25,-9,Solid,PHI,Jiří Welsch,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,26,11,15,Elite,SAS,John Salmons,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2002,40,22,18,Solid,WAS,Juan Carlos Navarro,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,17,20,-3,Solid,WAS,Juan Dixon,Maryland,,,,,,,,,,,,,,,,,,,,,
2002,20,29,-9,Solid,TOR,Kareem Rush,Missouri,,,,,,,,,,,,,,,,,,,,,
2002,44,35,9,Role,CHI,Lonny Baxter,Maryland,,,,,,,,,,,,,,,,,,,,,
2002,56,8,48,Elite,SAS,Luis Scola,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2002,13,37,-24,Role,MIL,Marcus Haislip,Tennessee,,,,,,,,,,,,,,,,,,,,,
