year,overall_pick,newPick,pickDifference,rank,team,player,college,3_point_percentage,assists,average_assists,average_minutes_played,average_total_rebounds,box_plus_minus,expected_perf,field_goal_percentage,free_throw_percentage,games,minutes_played,observed_perf,overall_performance,pick_perf_difference,points,points_per_game,total_rebounds,value_over_replacement,win_shares,win_shares_per_48_minutes,years_active
2011,18,36,-18,Role,WAS,Chris Singleton,Florida State,,,,,,,,,,,,,,,,,,,,,
2011,56,56,0,NA,LAL,Chukwudiebere Maduabum,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,29,20,9,Elite,SAS,Cory Joseph,Texas,,,,,,,,,,,,,,,,,,,,,
2011,41,44,-3,Role,LAL,Darius Morris,Michigan,,,,,,,,,,,,,,,,,,,,,
2011,53,43,10,Role,ORL,DeAndre Liggins,Kentucky,,,,,,,,,,,,,,,,,,,,,
2011,2,27,-25,Solid,MIN,Derrick Williams,Arizona,,,,,,,,,,,,,,,,,,,,,
2011,20,32,-12,Solid,MIN,Donatas Motiejūnas,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,42,25,17,Starter,IND,Dāvis Bertāns,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,55,23,32,Starter,BOS,E'Twaun Moore,Purdue,,,,,,,,,,,,,,,,,,,,,
2011,3,11,-8,Elite,UTA,Enes Freedom,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,17,22,-5,Starter,NYK,Iman Shumpert,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2011,60,8,52,Star,SAC,Isaiah Thomas,Washington,,,,,,,,,,,,,,,,,,,,,
2011,27,49,-22,Rotation,NJN,JaJuan Johnson,Purdue,,,,,,,,,,,,,,,,,,,,,
2011,6,42,-36,Role,WAS,Jan Veselý,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,39,46,-7,Rotation,CHA,Jeremy Tyler,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,10,34,-24,Solid,MIL,Jimmer Fredette,BYU,,,,,,,,,,,,,,,,,,,,,
2011,30,2,28,SuperStar,CHI,Jimmy Butler,Marquette,,,,,,,,,,,,,,,,,,,,,
2011,51,57,-6,NA,POR,Jon Diebler,Ohio State,,,,,,,,,,,,,,,,,,,,,
2011,40,28,12,Solid,MIL,Jon Leuer,Wisconsin,,,,,,,,,,,,,,,,,,,,,
2011,5,7,-2,Star,TOR,Jonas Valančiūnas,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,26,35,-9,Role,DAL,Jordan Hamilton,Texas,,,,,,,,,,,,,,,,,,,,,
2011,36,40,-4,Role,NJN,Jordan Williams,Maryland,,,,,,,,,,,,,,,,,,,,,
2011,45,37,8,Role,NOH,Josh Harrellson,Kentucky,,,,,,,,,,,,,,,,,,,,,
2011,49,51,-2,Rotation,MEM,Josh Selby,Kansas,,,,,,,,,,,,,,,,,,,,,
2011,32,53,-21,Rotation,CLE,Justin Harper,Richmond,,,,,,,,,,,,,,,,,,,,,
2011,15,3,12,SuperStar,IND,Kawhi Leonard,San Diego State,,,,,,,,,,,,,,,,,,,,,
2011,48,54,-6,NA,ATL,Keith Benson,Oakland,,,,,,,,,,,,,,,,,,,,,
2011,9,5,4,Star,CHA,Kemba Walker,UConn,,,,,,,,,,,,,,,,,,,,,
2011,22,16,6,Elite,DEN,Kenneth Faried,Morehead State University,,,,,,,,,,,,,,,,,,,,,
2011,11,9,2,Star,GSW,Klay Thompson,Washington State,,,,,,,,,,,,,,,,,,,,,
2011,33,30,3,Solid,DET,Kyle Singler,Duke,,,,,,,,,,,,,,,,,,,,,
2011,1,1,0,SuperStar,CLE,Kyrie Irving,Duke,,,,,,,,,,,,,,,,,,,,,
2011,50,31,19,Solid,PHI,Lavoy Allen,Temple,,,,,,,,,,,,,,,,,,,,,
2011,43,38,5,Role,CHI,Malcolm Lee,UCLA,,,,,,,,,,,,,,,,,,,,,
2011,25,33,-8,Solid,BOS,MarShon Brooks,Providence,,,,,,,,,,,,,,,,,,,,,
2011,14,12,2,Elite,HOU,Marcus Morris,Kansas,,,,,,,,,,,,,,,,,,,,,
2011,13,17,-4,Elite,PHO,Markieff Morris,Kansas,,,,,,,,,,,,,,,,,,,,,
2011,54,58,-4,NA,CLE,Milan Mačvan,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,23,21,2,Starter,HOU,Nikola Mirotić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,16,4,12,SuperStar,PHI,Nikola Vučević,USC,,,,,,,,,,,,,,,,,,,,,
2011,21,45,-24,Rotation,POR,Nolan Smith,Duke,,,,,,,,,,,,,,,,,,,,,
2011,28,29,-1,Solid,CHI,Norris Cole,Cleveland State University,,,,,,,,,,,,,,,,,,,,,
2011,24,10,14,Elite,OKC,Reggie Jackson,Boston College,,,,,,,,,,,,,,,,,,,,,
2011,34,26,8,Starter,WAS,Shelvin Mack,Butler,,,,,,,,,,,,,,,,,,,,,
2011,57,59,-2,NA,DAL,Tanguy Ngombo,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,19,6,13,Star,CHA,Tobias Harris,Tennessee,,,,,,,,,,,,,,,,,,,,,
2011,47,52,-5,Rotation,LAC,Travis Leslie,Georgia,,,,,,,,,,,,,,,,,,,,,
2011,37,48,-11,Rotation,LAC,Trey Thompkins,Georgia,,,,,,,,,,,,,,,,,,,,,
2011,4,13,-9,Elite,CLE,Tristan Thompson,Texas,,,,,,,,,,,,,,,,,,,,,
2011,35,50,-15,Rotation,SAC,Tyler Honeycutt,UCLA,,,,,,,,,,,,,,,,,,,,,
2011,52,47,5,Rotation,DET,Vernon Macklin,Florida,,,,,,,,,,,,,,,,,,,,,
2011,59,60,-1,NA,SAS,Ádám Hanga,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,9,4,5,Star,DET,Andre Drummond,UConn,,,,,,,,,,,,,,,,,,,,,
2012,19,30,-11,Solid,ORL,Andrew Nicholson,St. Bonaventure,,,,,,,,,,,,,,,,,,,,,
2012,1,2,-1,SuperStar,NOH,Anthony Davis,Kentucky,,,,,,,,,,,,,,,,,,,,,
2012,27,42,-15,Role,MIA,Arnett Moultrie,Mississippi State,,,,,,,,,,,,,,,,,,,,,
2012,10,19,-9,Starter,NOH,Austin Rivers,Duke,,,,,,,,,,,,,,,,,,,,,
2012,33,45,-12,Rotation,CLE,Bernard James,Florida State,,,,,,,,,,,,,,,,,,,,,
2012,3,3,0,Star,WAS,Bradley Beal,Florida,,,,,,,,,,,,,,,,,,,,,
2012,6,1,5,SuperStar,POR,Damian Lillard,Weber State,,,,,,,,,,,,,,,,,,,,,
2012,55,56,-1,NA,DAL,Darius Johnson-Odom,Marquette,,,,,,,,,,,,,,,,,,,,,
2012,46,27,19,Solid,NOH,Darius Miller,Kentucky,,,,,,,,,,,,,,,,,,,,,
2012,4,14,-10,Starter,CLE,Dion Waiters,Syracuse,,,,,,,,,,,,,,,,,,,,,
2012,42,43,-1,Role,MIL,Doron Lamb,Kentucky,,,,,,,,,,,,,,,,,,,,,
2012,35,6,29,Star,GSW,Draymond Green,Michigan State,,,,,,,,,,,,,,,,,,,,,
2012,20,8,12,Elite,DEN,Evan Fournier,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,22,52,-30,Rotation,BOS,Fab Melo,Syracuse,,,,,,,,,,,,,,,,,,,,,
2012,30,36,-6,Role,GSW,Festus Ezeli,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2012,53,44,9,Role,LAC,Furkan Aldemir,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,7,7,0,Star,GSW,Harrison Barnes,UNC,,,,,,,,,,,,,,,,,,,,,
2012,34,10,24,Elite,CLE,Jae Crowder,Marquette,,,,,,,,,,,,,,,,,,,,,
2012,24,48,-24,Rotation,CLE,Jared Cunningham,Oregon State,,,,,,,,,,,,,,,,,,,,,
2012,21,13,8,Starter,BOS,Jared Sullinger,Ohio State,,,,,,,,,,,,,,,,,,,,,
2012,31,34,-3,Role,CHA,Jeff Taylor,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2012,12,11,1,Starter,HOU,Jeremy Lamb,UConn,,,,,,,,,,,,,,,,,,,,,
2012,14,20,-6,Starter,MIL,John Henson,UNC,,,,,,,,,,,,,,,,,,,,,
2012,23,32,-9,Role,ATL,John Jenkins,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2012,45,29,16,Solid,PHI,Justin Hamilton,LSU,,,,,,,,,,,,,,,,,,,,,
2012,13,26,-13,Solid,PHO,Kendall Marshall,UNC,,,,,,,,,,,,,,,,,,,,,
2012,47,54,-7,NA,UTA,Kevin Murphy,Tennessee Technological University,,,,,,,,,,,,,,,,,,,,,
2012,39,5,34,Star,DET,Khris Middleton,Texas A&M,,,,,,,,,,,,,,,,,,,,,
2012,44,46,-2,Rotation,DET,Kim English,Missouri,,,,,,,,,,,,,,,,,,,,,
2012,48,37,11,Role,NYK,Kostas Papanikolaou,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,51,53,-2,NA,BOS,Kris Joseph,Syracuse,,,,,,,,,,,,,,,,,,,,,
2012,49,21,28,Starter,ORL,Kyle O'Quinn,Norfolk State,,,,,,,,,,,,,,,,,,,,,
2012,59,57,2,NA,SAS,Marcus Denmon,Missouri,,,,,,,,,,,,,,,,,,,,,
2012,29,47,-18,Rotation,CHI,Marquis Teague,Kentucky,,,,,,,,,,,,,,,,,,,,,
2012,15,18,-3,Starter,PHI,Maurice Harkless,St. John's,,,,,,,,,,,,,,,,,,,,,
2012,11,22,-11,Starter,POR,Meyers Leonard,Illinois,,,,,,,,,,,,,,,,,,,,,
2012,2,16,-14,Starter,CHA,Michael Kidd-Gilchrist,Kentucky,,,,,,,,,,,,,,,,,,,,,
2012,43,24,19,Solid,ATL,Mike Scott,Virginia,,,,,,,,,,,,,,,,,,,,,
2012,26,31,-5,Solid,IND,Miles Plumlee,Duke,,,,,,,,,,,,,,,,,,,,,
2012,52,50,2,Rotation,GSW,Ognjen Kuzmić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,36,40,-4,Role,SAC,Orlando Johnson,UC Santa Barbara,,,,,,,,,,,,,,,,,,,,,
2012,28,41,-13,Role,OKC,Perry Jones,Baylor,,,,,,,,,,,,,,,,,,,,,
2012,37,28,9,Solid,TOR,Quincy Acy,Baylor,,,,,,,,,,,,,,,,,,,,,
2012,38,39,-1,Role,DEN,Quincy Miller,Baylor,,,,,,,,,,,,,,,,,,,,,
2012,58,33,25,Role,MIN,Robbie Hummel,Purdue,,,,,,,,,,,,,,,,,,,,,
2012,60,38,22,Role,LAL,Robert Sacre,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2012,16,55,-39,NA,HOU,Royce White,Iowa State,,,,,,,,,,,,,,,,,,,,,
2012,18,17,1,Starter,HOU,Terrence Jones,Kentucky,,,,,,,,,,,,,,,,,,,,,
2012,8,12,-4,Starter,TOR,Terrence Ross,Washington,,,,,,,,,,,,,,,,,,,,,
2012,5,35,-30,Role,SAC,Thomas Robinson,Kansas,,,,,,,,,,,,,,,,,,,,,
2012,56,58,-2,NA,TOR,Tomislav Zubčić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,32,15,17,Starter,WAS,Tomáš Satoranský,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,25,25,0,Solid,MEM,Tony Wroten,Washington,,,,,,,,,,,,,,,,,,,,,
2012,54,51,3,Rotation,PHI,Tornike Shengelia,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,17,23,-6,Starter,DAL,Tyler Zeller,UNC,,,,,,,,,,,,,,,,,,,,,
2012,41,49,-8,Rotation,POR,Tyshawn Taylor,Kansas,,,,,,,,,,,,,,,,,,,,,
2012,40,9,31,Elite,POR,Will Barton,Memphis,,,,,,,,,,,,,,,,,,,,,
2012,57,59,-2,NA,NJN,İlkan Karaman,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2012,50,60,-10,NA,DEN,İzzet Türkyılmaz,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,5,16,-11,Starter,PHO,Alex Len,Maryland,,,,,,,,,,,,,,,,,,,,,
2013,57,52,5,NA,PHO,Alex Oriakhi,Missouri,,,,,,,,,,,,,,,,,,,,,
2013,31,20,11,Starter,CLE,Allen Crabbe,California,,,,,,,,,,,,,,,,,,,,,
2013,26,29,-3,Solid,MIN,Andre Roberson,Colorado,,,,,,,,,,,,,,,,,,,,,
2013,1,38,-37,Role,CLE,Anthony Bennett,UNLV,,,,,,,,,,,,,,,,,,,,,
2013,29,36,-7,Role,OKC,Archie Goodwin,Kentucky,,,,,,,,,,,,,,,,,,,,,
2013,54,53,1,NA,WAS,Arsalan Kazemi,Oregon,,,,,,,,,,,,,,,,,,,,,
2013,7,22,-15,Starter,SAC,Ben McLemore,Kansas,,,,,,,,,,,,,,,,,,,,,
2013,59,54,5,NA,MIN,Bojan Dubljević,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,10,3,7,Star,POR,CJ McCollum,Lehigh,,,,,,,,,,,,,,,,,,,,,
2013,33,44,-11,Role,CLE,Carrick Felix,Arizona State,,,,,,,,,,,,,,,,,,,,,
2013,4,13,-9,Starter,CHA,Cody Zeller,Indiana,,,,,,,,,,,,,,,,,,,,,
2013,53,55,-2,NA,IND,Colton Iverson,Colorado State,,,,,,,,,,,,,,,,,,,,,
2013,17,5,12,Elite,ATL,Dennis Schröder,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,58,56,2,NA,SAS,Deshaun Thomas,Ohio State,,,,,,,,,,,,,,,,,,,,,
2013,46,45,1,Role,UTA,Erick Green,Virginia Tech,,,,,,,,,,,,,,,,,,,,,
2013,49,51,-2,NA,CHI,Erik Murphy,Florida,,,,,,,,,,,,,,,,,,,,,
2013,15,1,14,SuperStar,MIL,Giannis Antetokounmpo,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,35,48,-13,Rotation,PHI,Glen Rice Jr.,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2013,21,12,9,Elite,UTA,Gorgui Dieng,Louisville,,,,,,,,,,,,,,,,,,,,,
2013,40,49,-9,Rotation,POR,Grant Jerrett,Arizona,,,,,,,,,,,,,,,,,,,,,
2013,34,26,8,Solid,HOU,Isaiah Canaan,Murray State,,,,,,,,,,,,,,,,,,,,,
2013,41,43,-2,Role,MEM,Jamaal Franklin,San Diego State,,,,,,,,,,,,,,,,,,,,,
2013,50,23,27,Starter,ATL,James Ennis III,Cal State Long Beach,,,,,,,,,,,,,,,,,,,,,
2013,39,37,2,Role,POR,Jeff Withey,Kansas,,,,,,,,,,,,,,,,,,,,,
2013,55,31,24,Solid,MEM,Joffrey Lauvergne,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,60,57,3,NA,MEM,Jānis Timma,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,13,8,5,Elite,DAL,Kelly Olynyk,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2013,8,9,-1,Elite,DET,Kentavious Caldwell-Pope,Georgia,,,,,,,,,,,,,,,,,,,,,
2013,28,58,-30,NA,SAS,Livio Jean-Charles,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,52,42,10,Role,MIN,Lorenzo Brown,NC State,,,,,,,,,,,,,,,,,,,,,
2013,16,33,-17,Role,BOS,Lucas Nogueira,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,45,59,-14,NA,POR,Marko Todorović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,22,10,12,Elite,BRK,Mason Plumlee,Duke,,,,,,,,,,,,,,,,,,,,,
2013,11,14,-3,Starter,PHI,Michael Carter-Williams,Syracuse,,,,,,,,,,,,,,,,,,,,,
2013,44,21,23,Starter,DAL,Mike Muscala,Bucknell,,,,,,,,,,,,,,,,,,,,,
2013,38,34,4,Role,WAS,Nate Wolters,South Dakota State,,,,,,,,,,,,,,,,,,,,,
2013,30,50,-20,Rotation,PHO,Nemanja Nedović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,6,15,-9,Starter,NOH,Nerlens Noel,Kentucky,,,,,,,,,,,,,,,,,,,,,
2013,3,7,-4,Elite,WAS,Otto Porter Jr.,Georgetown,,,,,,,,,,,,,,,,,,,,,
2013,56,47,9,Rotation,DET,Peyton Siva,Louisville,,,,,,,,,,,,,,,,,,,,,
2013,42,39,3,Role,PHI,Pierre Jackson,Baylor,,,,,,,,,,,,,,,,,,,,,
2013,47,25,22,Solid,ATL,Raul Neto,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,36,32,4,Solid,SAC,Ray McCallum,Detroit Mercy,,,,,,,,,,,,,,,,,,,,,
2013,25,18,7,Starter,LAC,Reggie Bullock,UNC,,,,,,,,,,,,,,,,,,,,,
2013,43,46,-3,Rotation,MIL,Ricky Ledo,Providence,,,,,,,,,,,,,,,,,,,,,
2013,51,60,-9,NA,ORL,Romero Osby,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2013,27,2,25,Star,DEN,Rudy Gobert,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,48,30,18,Solid,LAL,Ryan Kelly,Duke,,,,,,,,,,,,,,,,,,,,,
2013,19,41,-22,Role,CLE,Sergey Karasev,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2013,14,27,-13,Solid,UTA,Shabazz Muhammad,UCLA,,,,,,,,,,,,,,,,,,,,,
2013,18,28,-10,Solid,ATL,Shane Larkin,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2013,23,24,-1,Solid,IND,Solomon Hill,Arizona,,,,,,,,,,,,,,,,,,,,,
2013,12,6,6,Elite,OKC,Steven Adams,Pitt,,,,,,,,,,,,,,,,,,,,,
2013,24,11,13,Elite,NYK,Tim Hardaway Jr.,Michigan,,,,,,,,,,,,,,,,,,,,,
2013,37,40,-3,Role,DET,Tony Mitchell,University of North Texas,,,,,,,,,,,,,,,,,,,,,
2013,20,19,1,Starter,CHI,Tony Snell,New Mexico,,,,,,,,,,,,,,,,,,,,,
2013,9,17,-8,Starter,MIN,Trey Burke,Michigan,,,,,,,,,,,,,,,,,,,,,
2013,2,4,-2,Star,ORL,Victor Oladipo,Indiana,,,,,,,,,,,,,,,,,,,,,
2013,32,35,-3,Role,OKC,Álex Abrines,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,4,7,-3,Elite,ORL,Aaron Gordon,Arizona,,,,,,,,,,,,,,,,,,,,,
2014,15,35,-20,Role,ATL,Adreian Payne,Michigan State,,,,,,,,,,,,,,,,,,,,,
2014,50,54,-4,NA,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,,,,,,,,
2014,53,55,-2,NA,MIN,Alessandro Gentile,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,1,5,-4,Elite,CLE,Andrew Wiggins,Kansas,,,,,,,,,,,,,,,,,,,,,
2014,27,13,14,Elite,PHO,Bogdan Bogdanović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,20,30,-10,Role,TOR,Bruno Caboclo,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,28,44,-16,Rotation,LAC,C.J. Wilcox,Washington,,,,,,,,,,,,,,,,,,,,,
2014,49,52,-3,Rotation,CHI,Cameron Bairstow,New Mexico,,,,,,,,,,,,,,,,,,,,,
2014,34,37,-3,Role,NYK,Cleanthony Early,Wichita State,,,,,,,,,,,,,,,,,,,,,
2014,25,6,19,Elite,HOU,Clint Capela,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,60,41,19,Rotation,SAS,Cory Jefferson,Baylor,,,,,,,,,,,,,,,,,,,,,
2014,31,45,-14,Rotation,MIL,Damien Inglis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,5,28,-23,Solid,UTA,Dante Exum,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,12,16,-4,Starter,ORL,Dario Šarić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,37,56,-19,NA,TOR,DeAndre Daniels,UConn,,,,,,,,,,,,,,,,,,,,,
2014,56,53,3,Rotation,DEN,Devyn Marble,Iowa,,,,,,,,,,,,,,,,,,,,,
2014,11,23,-12,Starter,DEN,Doug McDermott,Creighton,,,,,,,,,,,,,,,,,,,,,
2014,45,20,25,Starter,CHH,Dwight Powell,Stanford,,,,,,,,,,,,,,,,,,,,,
2014,43,50,-7,Rotation,ATL,Edy Tavares,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,10,12,-2,Elite,PHI,Elfrid Payton,Louisiana,,,,,,,,,,,,,,,,,,,,,
2014,19,18,1,Starter,CHI,Gary Harris,Michigan State,,,,,,,,,,,,,,,,,,,,,
2014,40,26,14,Solid,MIN,Glenn Robinson III,Michigan,,,,,,,,,,,,,,,,,,,,,
2014,2,14,-12,Elite,MIL,Jabari Parker,Duke,,,,,,,,,,,,,,,,,,,,,
2014,17,47,-30,Rotation,BOS,James Young,Kentucky,,,,,,,,,,,,,,,,,,,,,
2014,35,46,-11,Rotation,UTA,Jarnell Stokes,Tennessee,,,,,,,,,,,,,,,,,,,,,
2014,39,17,22,Starter,PHI,Jerami Grant,Syracuse,,,,,,,,,,,,,,,,,,,,,
2014,33,19,14,Starter,CLE,Joe Harris,Virginia,,,,,,,,,,,,,,,,,,,,,
2014,3,2,1,SuperStar,PHI,Joel Embiid,Kansas,,,,,,,,,,,,,,,,,,,,,
2014,36,36,0,Role,MIL,Johnny O'Bryant,LSU,,,,,,,,,,,,,,,,,,,,,
2014,22,40,-18,Role,MEM,Jordan Adams,UCLA,,,,,,,,,,,,,,,,,,,,,
2014,46,11,35,Elite,WAS,Jordan Clarkson,Missouri,,,,,,,,,,,,,,,,,,,,,
2014,58,29,29,Role,SAS,Jordan McRae,Tennessee,,,,,,,,,,,,,,,,,,,,,
2014,29,48,-19,Rotation,OKC,Josh Huestis,Stanford,,,,,,,,,,,,,,,,,,,,,
2014,7,3,4,Star,LAL,Julius Randle,Kentucky,,,,,,,,,,,,,,,,,,,,,
2014,16,9,7,Elite,CHI,Jusuf Nurkić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,32,34,-2,Role,PHI,K.J. McDaniels,Clemson,,,,,,,,,,,,,,,,,,,,,
2014,30,21,9,Starter,SAS,Kyle Anderson,UCLA,,,,,,,,,,,,,,,,,,,,,
2014,48,43,5,Rotation,MIL,Lamar Patterson,Pitt,,,,,,,,,,,,,,,,,,,,,
2014,57,57,0,NA,IND,Louis Labeyrie,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,6,8,-2,Elite,BOS,Marcus Smart,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2014,44,32,12,Role,MIN,Markel Brown,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2014,21,38,-17,Role,OKC,Mitch McGary,Michigan,,,,,,,,,,,,,,,,,,,,,
2014,54,58,-4,NA,PHI,Nemanja Dangubić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,42,49,-7,Rotation,HOU,Nick Johnson,Arizona,,,,,,,,,,,,,,,,,,,,,
2014,8,27,-19,Solid,SAC,Nik Stauskas,Michigan,,,,,,,,,,,,,,,,,,,,,
2014,41,1,40,SuperStar,DEN,Nikola Jokić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,9,25,-16,Solid,CHH,Noah Vonleh,Indiana,,,,,,,,,,,,,,,,,,,,,
2014,26,33,-7,Role,MIA,P.J. Hairston,UNC,,,,,,,,,,,,,,,,,,,,,
2014,23,22,1,Starter,UTA,Rodney Hood,Duke,,,,,,,,,,,,,,,,,,,,,
2014,47,51,-4,Rotation,PHI,Russ Smith,Louisville,,,,,,,,,,,,,,,,,,,,,
2014,55,42,13,Rotation,MIA,Semaj Christon,Xavier,,,,,,,,,,,,,,,,,,,,,
2014,24,24,0,Solid,CHH,Shabazz Napier,UConn,,,,,,,,,,,,,,,,,,,,,
2014,38,10,28,Elite,DET,Spencer Dinwiddie,Colorado,,,,,,,,,,,,,,,,,,,,,
2014,14,15,-1,Elite,PHO,T.J. Warren,NC State,,,,,,,,,,,,,,,,,,,,,
2014,51,39,12,Role,NYK,Thanasis Antetokounmpo,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,18,31,-13,Role,PHO,Tyler Ennis,Syracuse,,,,,,,,,,,,,,,,,,,,,
2014,52,59,-7,NA,PHI,Vasilije Micić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2014,59,60,-1,NA,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,,,,,,,,
2014,13,4,9,Star,MIN,Zach LaVine,UCLA,,,,,,,,,,,,,,,,,,,,,
2015,49,46,3,NA,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,,,,,
2015,44,31,13,Solid,PHO,Andrew Harrison,Kentucky,,,,,,,,,,,,,,,,,,,,,
2015,34,35,-1,Role,LAL,Anthony Brown,Stanford,,,,,,,,,,,,,,,,,,,,,
2015,47,47,0,NA,PHI,Artūras Gudaitis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,22,10,12,Elite,CHI,Bobby Portis,Arkansas,,,,,,,,,,,,,,,,,,,,,
2015,56,44,12,Rotation,NOP,Branden Dawson,Michigan State,,,,,,,,,,,,,,,,,,,,,
2015,55,48,7,NA,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,,,,,
2015,14,23,-9,Starter,OKC,Cameron Payne,Murray State,,,,,,,,,,,,,,,,,,,,,
2015,31,24,7,Starter,MIN,Cedi Osman,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,29,39,-10,Rotation,BRK,Chris McCullough,Syracuse,,,,,,,,,,,,,,,,,,,,,
2015,2,4,-2,Elite,LAL,D'Angelo Russell,Ohio State,,,,,,,,,,,,,,,,,,,,,
2015,48,43,5,Rotation,OKC,Dakari Johnson,Kentucky,,,,,,,,,,,,,,,,,,,,,
2015,54,49,5,NA,UTA,Dani Díez,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,38,38,0,Role,DET,Darrun Hilliard,Villanova,,,,,,,,,,,,,,,,,,,,,
2015,20,12,8,Starter,TOR,Delon Wright,Utah,,,,,,,,,,,,,,,,,,,,,
2015,13,2,11,Star,PHO,Devin Booker,Kentucky,,,,,,,,,,,,,,,,,,,,,
2015,59,50,9,NA,ATL,Dimitrios Agravanis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,7,20,-13,Starter,DEN,Emmanuel Mudiay,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,9,17,-8,Starter,CHO,Frank Kaminsky,Wisconsin,,,,,,,,,,,,,,,,,,,,,
2015,58,51,7,NA,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,,,,,
2015,3,26,-23,Solid,PHI,Jahlil Okafor,Duke,,,,,,,,,,,,,,,,,,,,,
2015,25,33,-8,Role,MEM,Jarell Martin,LSU,,,,,,,,,,,,,,,,,,,,,
2015,19,28,-9,Solid,WAS,Jerian Grant,Notre Dame,,,,,,,,,,,,,,,,,,,,,
2015,43,36,7,Role,IND,Joe Young,Oregon,,,,,,,,,,,,,,,,,,,,,
2015,33,41,-8,Rotation,BOS,Jordan Mickey,LSU,,,,,,,,,,,,,,,,,,,,,
2015,40,8,32,Elite,MIA,Josh Richardson,Tennessee,,,,,,,,,,,,,,,,,,,,,
2015,39,52,-13,NA,CHO,Juan Pablo Vaulet,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2015,21,32,-11,Solid,DAL,Justin Anderson,Virginia,,,,,,,,,,,,,,,,,,,,,
2015,10,19,-9,Starter,MIA,Justise Winslow,Duke,,,,,,,,,,,,,,,,,,,,,
